,Unnamed: 0,starttime,endtime,text,question
84,84,851.74896,861.2763,that you ha-have watched but you said you came back several months later so what's what's,23f/
85,85,861.54896,862.41398,yeah,0
86,86,865.88896,865.94896,yeah,0
87,87,868.76518,869.38558,okay,0
88,88,871.90739,873.8031,um have you bought anything on ebay,10/
89,89,878.65317,881.40079,so where did you buy your like,10f/
90,90,883.6637,888.3437,we're all big big fan of amazon right what is the reason for you to choose,10f
91,91,888.4937,889.86781,amazon rather than ebay,10f/
92,92,907.17284,910.83443,okay do you own an e reader of any kind,11/
93,93,913.18443,917.52939,so what do you use for you to wri- read those e book,11f/
94,94,924.55823,926.93871,okay do you have any plan to,11f/
95,95,932.10823,948.1258,okay uh okay who ended your last romantic relationship fourteen,14/
96,96,958.50402,962.1102,wow you are so fortunate i envy tyou,0
97,97,965.22402,968.55402,so how long have you been in the relationship,14f/
98,98,971.8024,975.3524,wow so since your maybe undergraduate years,14f/
99,99,975.8424,982.40781,wow that's really nice and how long have you been married,14f/
100,100,986.22519,987.41975,okay,0
101,101,988.48781,989.21158,um,0
102,102,995.4948,996.09083,and,0
103,103,1000.4448,1005.83031,wh- what what's the reason why you don't have the ceremony uh may maybe two thousand and eleven,14f/
104,104,1014.5048,1015.51661,oh i see,0
105,105,1017.95922,1021.14687,so both of you now uh work here right,14f/
106,106,1025.36922,1026.31922,in in columbia,14f/?
107,107,1026.81922,1031.37922,okay um whom do you love more your mother or your father,15/
108,108,1034.03922,1036.14922,mm what is the reason since,15f/
109,109,1038.67303,1046.78414,oh kay um have you ever gone ice skating,18/
110,110,1051.25303,1053.74303,why you don't want do you want to have a try,18f/
111,111,1058.2518,1070.59493,uh yeah but it may be interesting since you may have a kind of like skating rink you if you have chance i think you can have a try,0
112,112,1079.3518,1079.96592,shadow,0
113,113,1082.40697,1082.7218,yeah,0
114,114,1091.79183,1095.67183,okay but you don't you don't you don't even give a try,0
115,115,1098.99105,1102.00183,okay do you currently own a tennis racket,19/
116,116,1104.77183,1109.18183,so do you play it or just like me you have it h,19f/
117,117,1112.76252,1115.43911,so why you buy the tennis racket,19f/
118,118,1120.99271,1122.91439,yeah we are forced to buy that right,19f/
119,119,1124.36472,1126.95472,so why why don't you like to play tennis,19f/
120,120,1136.6895,1144.4695,okay um who is the last person you were in the physical fight with,12/
121,121,1146.5795,1147.7495,wh- what's the reason,12f/
122,122,1172.825,1176.395,so who who who won the fight,12f/
123,123,1184.875,1211.16502,so is it effective for you to maybe teach him a lesson or want to tell him something if you just had a fight with him i mean uh since you have fi- you had fight uh for maybe he is very naughty -ty so is it,12f
124,124,1211.30502,1213.54381,work when you have a fight with him,12f/
125,125,1214.53502,1216.05502,still very naughty,0
126,126,1216.34842,1222.823,okay and have you ever got into trouble with the police,13/
127,127,1224.493,1226.173,so what is the situation,13f/
128,128,1231.4865,1231.7065,yeah,0
129,129,1237.8065,1244.1465,and you just have trouble so you quarrel with each other or what kind of trouble,13f/
130,130,1244.71239,1245.33564,just,0
131,131,1255.16045,1260.49093,give some money for the for this situation,0
132,132,1266.35093,1273.74093,okay and i have uh what is the most you have ever spent on a pair of shoes,16
133,133,1277.95957,1281.05957,so what what what kind of boot what kind of shoes,16f/
134,134,1288.38957,1291.60957,yeah and uh where did you buy it,16f/
135,135,1297.04745,1298.02978,okay,0
136,136,1299.26745,1303.46745,what is the last movie you saw that you really hated,17/
137,137,1307.79745,1308.72952,you don't don't like that,17f/
138,138,1313.95952,1314.63614,boring,0
139,139,1315.61952,1318.82952,so you saw that here in the new york,17f/
140,140,1320.75952,1323.49952,okay can you describe the movie to me,0
141,141,1332.17488,1332.56441,hm,0
142,142,1341.60149,1359.47574,hmm okay,0
143,143,1358.71981,1366.27668,okay yeah i know that,0
