,Unnamed: 0,starttime,endtime,text,question
46,46,394.50997,399.28997,and do you have uh mother in law,5f/
47,47,401.20997,408.59363,no so may i know at what time did your parents divorce,5f/
48,48,412.82363,427.59966,five years before mm so have you ever broken a bone,6/
49,49,429.18674,429.84514,um how,6f/
50,50,433.50813,434.1884,ladder,6f/
51,51,435.84813,438.60617,have have you ever played basketball tennis or anything like,19f/
52,52,438.89617,440.23617,no never,0
53,53,442.06617,445.12617,i mean have you ever played basketball or,f/
54,54,448.06633,448.79633,ladder,0
55,55,449.01633,451.44193,you mean the steps o- on ladder,6f/
56,56,471.63932,472.13932,so uh,0
57,57,473.00932,476.51623,at what at what age did you break your bone,6f/
58,58,481.62932,491.28932,six ok i believe that so uh then seventh question did you have allergies to any food,7/
59,59,494.81932,504.7857,um mm so have you ever stayed overnight in your hospital as patient,8/
60,60,507.32779,549.49996,but once you broke your bone ok i know that i know that,8f/
61,61,549.77193,551.17382,so have you ever tweeted,9/
62,62,558.84437,561.40437,ye-ye ye ye yes or no so that you have,9f/
63,63,561.46437,563.17437,you have twi- you have twitter right,9f/
64,64,564.56908,565.61437,you ha- do you have facebook,9f/
65,65,570.41767,571.17249,you have facebook,9f/
66,66,572.40249,574.07249,well when did you register it,9f/
67,67,576.603,577.64249,three days before,9f/
68,68,583.5833,592.1233,oh kay no problem so have you every bought anything on ebay,10/
69,69,595.30902,600.57902,hm do you own an ereader of a- of any kind,11/
70,70,612.87168,614.1051,d- you don't have a ipad,11f/
71,71,646.86261,650.98573,so who who was the last person you were in a physical fight with,12/
72,72,654.17261,656.19261,last,12f/
73,73,697.93131,701.5764,so you yo- y- so y- you said it was who you fight with,12f/
74,74,703.50511,704.3707,labmate,12f/
75,75,705.49686,706.19686,lab mate,12f/
76,76,708.26686,711.45686,but your university is political university do you have lab,12f/
77,77,717.00558,719.80558,polytechnic oh oh oh sorry sorry sorry poly technical,12f/
78,78,726.10321,729.63321,polytechnical i i know that so what's your major um i know that,21/
79,79,734.61692,736.08692,no i i mean here,21f/
80,80,736.15692,738.39692,in columbia what's your major department,21/
81,81,746.52554,748.32554,okay yes yes yeah yes,0
82,82,751.29772,753.05772,twenty first w- w- what,f/
83,83,753.98772,755.08772,german language,21f/
84,84,756.41772,761.00772,but you you graduated from a polytechnic university your major is foreign language,21f/
85,85,764.6398,767.6398,and in what department uh schools are you in columbia,21f/
86,86,779.4666,786.61463,no you are clever so have you ever gotten into trouble with the police i i know know uu tough question,13/
87,87,787.55983,789.68983,the last person you fight with,12/
88,88,790.39983,791.10983,lab mate,12f/
89,89,791.42983,793.94983,but not very serious fight you just,12f
90,90,794.05983,795.43983,play joke or like that,12f
91,91,795.99983,797.64983,or f- a quarrel with each other,12f/
92,92,797.71983,798.45983,like me,12f/
93,93,799.11983,804.75659,oh okay great so have you ever got into trouble with the police,13/
94,94,809.77659,810.35413,i believe that,0
95,95,817.70046,820.61294,who ended your last romantic r- relationship,14/
96,96,824.07857,826.12576,one of your la- lab lab mate,14f/
97,97,827.44857,837.39857,s- uh so you mean that that lad- that lady work in the same lab with you,14f/
98,98,839.86857,841.22857,but now you are divorced,14f/
99,99,841.82857,844.49857,uh no no no no you are you you bro- broke up,14f/
100,100,846.24857,849.89857,so you are not the student you have visiting scholar right,f/
101,101,853.98552,857.67552,you are you are not the student you are visiting scholar right,f/
102,102,860.70741,865.21259,visiting scholar visiting student,f/
103,103,866.45259,869.31259,s-s-so you are s- you are not still undergraduate,f/
104,104,877.12307,879.25307,so now you are not graduate,f/
105,105,880.88468,880.94468,u-,f/?
106,106,882.61468,885.38137,so you are s- s- junior sophomore,f/
107,107,885.62468,887.46468,senior or fre- freshman,f/
108,108,892.32468,892.87468,yes,0
109,109,899.97609,908.27071,but now you are what you are what a s- you are what level you are senior sophomore junior or or what,f/
110,110,924.40331,924.84331,k,0
111,111,926.00331,927.26331,you are p h d no,f/
112,112,932.27385,934.29331,who do you love more your mother or father,15/
113,113,936.84331,937.84181,why,15f/
114,114,941.39181,943.55523,oh the same reason with me right ha,0
115,115,949.18181,949.67181,mm,0
116,116,957.75431,973.87762,i dont think so i have no idea so what is the most you have s- ever spent on a pair of shoes,16/
117,117,977.44762,978.03762,oh pardon,0
118,118,985.96586,987.66245,seventeen dollar in eh,16f
119,119,988.24586,989.56813,seventy dollars,16f/
120,120,989.89786,991.89586,but in chinese that is only,16f
121,121,992.58586,995.38586,uh less than five hundred yen,16f/
122,122,1011.51801,1012.24213,woodbury,f/
123,123,1012.83695,1029.71311,but you but you have to pay forty dollar tickets to go to woodbury and come back uh,f/
124,124,1053.51477,1054.03477,return,f/
125,125,1055.76477,1056.19477,oh,0
126,126,1068.05477,1068.24477,s-,f/?
127,127,1068.91477,1072.02477,so what is the last movie you saw that really hated,17/
128,128,1078.48442,1079.91974,finding my,17f/?
129,129,1090.42913,1091.14033,oh,0
130,130,1099.849,1102.736,uh the only good movie is beijing in the theater i think,0
131,131,1104.94402,1107.1161,beijing meets theater always hah yeah,0
132,132,1127.71761,1128.3654,so you dont like,8f
133,133,1128.45143,1129.14021,you dont like that,8f
134,134,1129.52249,1130.34235,that movie,8f/
135,135,1132.02729,1133.71365,whyi think it is it is good movie,8f/
136,136,1158.75841,1159.49489,because that,8f
137,137,1159.72313,1164.18841,because because uu is a lit- hes a little three you know a little three,8f/
138,138,1165.92841,1166.41841,yes,0
139,139,1166.88841,1168.47841,translated into chinese directly,0
140,140,1178.46629,1179.62752,uh,0
141,141,1183.02272,1184.05614,but from that univer-,0
142,142,1184.21631,1187.83272,from that movie you can see columbia university in the last scenery,0
143,143,1193.10786,1194.07786,yes yes,0
144,144,1194.81786,1196.01786,you can you can see columbia,0
145,145,1196.69411,1197.74786,a-and,0
146,146,1199.81822,1200.51655,ok,0
147,147,1200.95542,1202.22655,yeah yeah you can see columbia,0
148,148,1202.53655,1202.98655,yes,0
149,149,1215.73347,1221.12347,ok so have you ever gone ice skating,18/
150,150,1223.62064,1228.98867,of course not you live in uu,0
151,151,1248.15165,1248.83928,sorry i i i,0
152,152,1248.92449,1250.61719,i i never seen snowing,0
153,153,1252.19753,1252.71887,yes,0
154,154,1270.79279,1271.29409,ok,0
155,155,1271.53471,1273.60279,so do you currently own a tennis racket,19/
156,156,1279.55028,1282.06719,so so you have a tennis ra- racket,19/
157,157,1283.20662,1283.49662,right,0
158,158,1283.96662,1285.81662,so wait your famous player,19f/
159,159,1293.06556,1294.06556,uh federer,19f/
160,160,1296.29556,1297.89556,which is his nationality,19f/
161,161,1302.30037,1302.96206,really,0
162,162,1313.367,1314.89089,so do do you like lena,19f/
163,163,1326.83975,1331.97975,okay so besides federer do you know other players famous,19f/
164,164,1333.75958,1334.29186,and then,0
165,165,1341.52217,1345.94194,so you don't know the nationality of of uh federer right,19f/
166,166,1347.98194,1353.15194,okay i'll tell you switzerland and nadal is uh spani- spanish,0
167,167,1353.92194,1354.85194,he's a spanish,0
168,168,1376.11788,1378.16303,you like federer but but you said you like,0
169,169,1378.49933,1379.63469,uh fed- oh yeah yeah yeah,0
170,170,1379.93469,1380.56469,yeah oh okay,0
171,171,1383.68481,1387.40481,but did you know the result of this years final,0
172,172,1387.94481,1388.65481,of federer,0
173,173,1402.77307,1403.22781,d-,0
174,174,1403.34394,1404.72307,so can you tell me who,19f
175,175,1405.01609,1406.76631,can you tell me who beat federer,19f/
176,176,1413.78755,1414.59564,this year,19f/
177,177,1419.51452,1427.95452,no i i my question is this year they they just finished the final uh not not double tier double tier is for women,19f/
178,178,1424.86452,1429.89452,uh not not double tier double tier is for women this years final,19f/
179,179,1428.28452,1433.90452,this years final competition and the federer fail you know who,19f/
180,180,1435.17452,1440.39176,who beat federer eh do you know to who the federer lose,19f/
181,181,1445.22793,1447.39562,okay so how many roommates do you have,20/
182,182,1450.03525,1450.6014,three,20f/
183,183,1451.80627,1452.63855,so where did you live,20f/
184,184,1464.06152,1465.597,so you share the you share d- di,20f
185,185,1466.857,1469.39681,y- you share the you share the,20f
186,186,1469.48465,1470.087,big room,20f/
187,187,1475.96717,1477.96717,but my question is where did you live,20f/
188,188,1479.81082,1484.01082,uh no i mean the place you the street the street,0
189,189,1485.73082,1486.73082,one one one what,20f/
190,190,1488.52082,1490.78082,one thirty s-,20f/?
191,191,1493.26108,1508.18426,ok so did you ever have a cat,22/
192,192,1519.75023,1522.11478,have you ever watched a person or pet die,23/
193,193,1529.01179,1533.2382,did you ever chat on a test in high scho- uh cheat on a test in high school,24/
194,194,1537.41847,1538.07428,uh,0
195,195,1542.203,1543.80906,because this have no,0
196,196,1556.00926,1557.11926,o k i believe you,0
197,197,1564.18926,1566.92926,but but it will influence your ranking,0
198,198,1570.92124,1572.45124,but if your ranking,0
199,199,1575.73364,1577.35364,but but if your ranking is not good,0
